date,Ticker,current_price,avg_growth,avg_capex,forecasted_share_price_avg_growth,eg_growth,forecasted_share_price_eg_growth,forecasted_share_price_quaterly_growth
2021-08-29,COST,506.3500061035156,0.9099485626397726,0.07701069702827469,152019.97360086345,0.2,2193.8353711829504,
2022-01-29,KR,47.91999816894531,0.2975557354654345,0.00949686745408751,241.69594258908987,0.1,17.25588362667999,
2022-01-02,SFM,33.11000061035156,0.2640503543695584,-0.014841510857872572,73.7853187220117,0.2,28.72188279201974,
2021-09-25,AAPL,165.02000427246094,0.0690543387679342,0.02759989393319237,42.97607701331012,0.1,54.20620583126287,
2021-06-30,MSFT,285.760009765625,0.16214082522829024,0.24173485856781726,66.03895228523528,0.1,67.81587284676576,
2021-12-31,AMZN,106.95999908447266,0.09035835398551322,0.5871882498060002,-840.9541594750099,0.1,3.9758101938170767,
2022-01-30,NVDA,271.19000244140625,0.42563292746373094,0.5881934784848794,260.1090110213731,0.1,29.607886279864907,
2021-12-31,TSLA,165.0800018310547,-0.4767298492940566,0.6050526203663268,-416.3453814786279,0.1,27.186985615220795,
2021-12-31,GOOGL,105.41000366210938,0.29796803032149294,0.20275792833813433,230.73939310221326,0.1,56.670675186440825,
2021-12-31,GOOG,105.91000366210938,0.17897012878089197,0.12685937824109336,112.43637069537417,0.1,66.0646157680206,
2021-09-30,V,234.0500030517578,0.20311895210504416,0.10250172764836407,140.60685765752982,0.1,68.58557857235604,
2021-12-31,MA,375.239990234375,0.1631280637850502,0.1637446166762935,76.8106587601849,0.1,51.73890542176162,
2021-10-31,AVGO,632.9000244140625,0.43051519669514726,0.013536404346191614,5399.822972249005,0.1,570.9436824779856,
2022-01-30,HD,300.0400085449219,0.12312909805411028,0.09093574663479972,445.3758818598073,0.1,380.8589323249078,
2021-08-31,ACN,276.3299865722656,0.14841197989977098,0.07201946476231345,139.31900202640563,0.1,100.03477006719598,
2021-12-03,ADBE,377.6700134277344,0.3307807933031251,0.1408522608077383,288.35002506105815,0.1,55.019481648961474,
2021-05-31,NKE,125.52999877929688,0.5241367541096337,-0.036169877098974644,477.576686920168,0.1,22.226065282198228,
2021-09-26,QCOM,117.76000213623047,0.26485839581956794,0.16968654490971533,274.2547869694573,0.1,84.09716530667981,
2021-12-31,UNP,198.85000610351562,0.15951444427312939,-0.0675928370436638,295.63927729569883,0.1,150.42464922491828,
2021-12-31,UPS,195.2100067138672,-0.5601467699758262,0.1416515560529846,-138.25202449034845,0.1,259.81236956065675,
2021-07-31,INTU,446.3999938964844,0.20500421052829312,0.00433719807809253,130.7521084694606,0.1,60.08893678169487,
2021-10-31,DE,386.70001220703125,-14.592521217722132,0.3810259873845183,5096274056480.357,0.1,-67.29015051212002,
2022-01-28,LOW,211.0399932861328,0.29004771202154245,0.12120293345854584,1421.3838684220293,0.1,365.08437674844436,
2021-12-31,CAT,220.27000427246094,0.0671191451510575,-0.029915527225742686,27.4209427418563,0.1,38.70240432288205,
2021-12-31,TXN,177.02000427246094,0.09832182141607594,0.5347581279921212,-238.2759702276377,0.1,41.08864032259611,
2021-12-25,AMD,88.43000030517578,-0.3025696356586145,0.23700504233620348,-2.8805927544264383,0.1,34.679356616942094,
2021-10-31,AMAT,113.45999908447266,0.38040254862122097,0.2653561340400719,220.3070383010987,0.1,27.69665959963839,
2021-12-31,BKNG,2687.330078125,-2.3465609581165885,0.13733397357084146,2985.3566554104373,0.1,833.2302657836093,
2022-01-31,TJX,78.43000030517578,0.053221767056890947,0.08781223569310563,4.363348080084825,0.1,15.749043969641619,
2021-12-31,NOW,473.30999755859375,1.9114596026859285,0.2612572035647657,140109.7834593801,0.1,-13.76974542767507,
2021-05-31,ORCL,95.1500015258789,0.01536244273639953,0.11283141832698122,1.9149827957971366,0.1,30.673144964568735,
2021-06-30,ADP,215.2100067138672,0.09069339583008589,0.08036777204686164,22.882457378078094,0.1,30.342066741560487,
2021-12-31,NFLX,327.9800109863281,-0.19013672865087342,0.24478472139943533,22.814144118110356,0.1,347.14930913740295,
2021-06-30,LRCX,517.1900024414062,0.4043551959675679,0.1694142062067343,1492.3324147474648,0.1,145.74598836293714,
2021-12-31,ITW,236.19000244140625,0.02338414770857396,0.02475616387386721,28.49915590830354,0.1,63.16763847348986,
2022-01-28,DELL,43.11000061035156,0.43261888193007453,0.38989611607778835,678.4076997318972,0.1,52.727480207014345,
2021-12-31,WM,165.14999389648438,0.1277740045756115,0.0788472182205021,164.19701311003863,0.1,133.4552601152988,
2021-12-31,SHW,233.63999938964844,0.13204905671396996,0.08954622788447673,36.173590485836634,0.1,21.765657364452586,
2022-01-28,DG,218.22000122070312,0.1531039773589755,0.1670573360083944,4.897942336704835,0.1,10.893519098063573,
2022-01-01,CDNS,213.0,0.2096471856044733,0.09339376945500501,38.74812495334087,0.1,17.93756568406272,
2022-01-31,ADSK,194.08999633789062,-0.9250488525725571,0.041051502549945044,-13.939555580787312,0.1,-9.888688527268407,
2021-07-31,PANW,193.25,0.32381962698156547,0.4048403825642217,-49.38356777056121,0.1,-12.331674272407717,
2021-12-31,MAR,174.41000366210938,0.054766153423297985,0.1519849921206595,-12.570326958638786,0.1,14.203281685987859,
2021-12-31,CMG,1800.0,0.519340580092209,0.10564900759298045,3042.7000185851816,0.1,-7.47282277190215,
2021-10-03,SBUX,108.19000244140625,6.635542044477641,0.03110081400048142,4334979426.713974,0.1,9.02202674997232,
2022-01-29,TGT,162.17999267578125,0.20962226575571533,0.14004280643033892,120.72635198170616,0.1,30.728570829882898,
